t_onlinetv|DD|DD Arun Prabha (360p)|ic_tv_ddarunprabha.png|https://d2lk5u59tns74c.cloudfront.net/out/v1/308556d9fd1246adb479ef012a39bbfe/index.m3u8
t_onlinetv|DD|DD Assam|ic_tv_ddassam.png|https://d2lk5u59tns74c.cloudfront.net/out/v1/d380bf5c167b4319a46cdd8204bc26b2/index.m3u8
t_onlinetv|DD|DD Bangla|ic_tv_ddbangla.jpg|https://d3eyhgoylams0m.cloudfront.net/v1/manifest/93ce20f0f52760bf38be911ff4c91ed02aa2fd92/ed7bd2c7-8d10-4051-b397-2f6b90f99acb/2e9e32a4-c4f7-49c3-96d6-c4e3660c7e3f/2.m3u8
t_onlinetv|DD|DD Bharati (720p)|ic_tv_ddbharati.png|https://cdn-1.pishow.tv/live/10/master.m3u8
t_onlinetv|DD|DD Bihar (720p)|ic_tv_ddbihar.png|https://cdn-4.pishow.tv/live/35/master.m3u8
t_onlinetv|DD|DD Chhattisgarh (720p)|ic_tv_ddchhattisgarh.png|https://cdn-1.pishow.tv/live/15/master.m3u8
t_onlinetv|DD|DD Girnar|ic_tv_ddgirnar.png|https://d3eyhgoylams0m.cloudfront.net/v1/manifest/93ce20f0f52760bf38be911ff4c91ed02aa2fd92/ed7bd2c7-8d10-4051-b397-2f6b90f99acb/4a7a0c8a-c58d-43d6-baff-13492d67bf3e/2.m3u8
t_onlinetv|DD|DD Goa (504p)|ic_tv_ddgoa.jpg|https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/e5b9db1cc184406bb97159da2f120f91/index.m3u8
t_onlinetv|DD|DD Haryana|ic_tv_ddharyana.jpeg|https://d2lk5u59tns74c.cloudfront.net/out/v1/950fc69666474351bde0a32b9600c804/index.m3u8
t_onlinetv|DD|DD Himachal Pradesh (504p)|ic_tv_ddhimachalpradesh.png|https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/afd2e335b0ba40eb9bdf1096118c6ede/index.m3u8
t_onlinetv|DD|DD Jharkhand|ic_tv_ddjharkhand.png|https://d3eyhgoylams0m.cloudfront.net/v1/manifest/93ce20f0f52760bf38be911ff4c91ed02aa2fd92/ed7bd2c7-8d10-4051-b397-2f6b90f99acb/2c6c5c20-6afe-47c4-934f-a0d7002cb151/2.m3u8
t_onlinetv|DD|DD Kashir (720p)|ic_tv_ddkashir.png|https://cdn-6.pishow.tv/live/16/master.m3u8
t_onlinetv|DD|DD Khandana|ic_tv_ddkhandana.jpg|https://d3eyhgoylams0m.cloudfront.net/v1/manifest/93ce20f0f52760bf38be911ff4c91ed02aa2fd92/ed7bd2c7-8d10-4051-b397-2f6b90f99acb/3829f99b-4951-4a9d-98c1-dbc3acfe5193/2.m3u8
t_onlinetv|DD|DD Kisan (720p)|ic_tv_ddkisan.png|https://cdn-6.pishow.tv/live/9/master.m3u8
t_onlinetv|DD|DD Madhya Pradesh (720p)|ic_tv_ddmadhyapradesh.png|https://cdn-1.pishow.tv/live/31/master.m3u8
t_onlinetv|DD|DD Malayalam|ic_tv_ddmalayalam.png|https://d3eyhgoylams0m.cloudfront.net/v1/manifest/93ce20f0f52760bf38be911ff4c91ed02aa2fd92/ed7bd2c7-8d10-4051-b397-2f6b90f99acb/562ee8f9-9950-48a0-ba1d-effa00cf0478/2.m3u8
t_onlinetv|DD|DD Manipur (504p)|ic_tv_ddmanipur.jpg|https://d2lk5u59tns74c.cloudfront.net/out/v1/8b75afc6576f450e8f554b6c877681d2/index.m3u8
t_onlinetv|DD|DD Meghalaya (504p)|ic_tv_ddmeghalaya.png|https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/4f81bc8d13dd49b484da35988abb8729/index.m3u8
t_onlinetv|DD|DD Mizoram|ic_tv_ddmizoram.png|https://d3eyhgoylams0m.cloudfront.net/v1/manifest/93ce20f0f52760bf38be911ff4c91ed02aa2fd92/ed7bd2c7-8d10-4051-b397-2f6b90f99acb/5f0e3651-3393-41d2-a137-a4513be8f3d5/2.m3u8
t_onlinetv|DD|DD Mizoram (504p)|ic_tv_ddmizoram.png|https://d3eyhgoylams0m.cloudfront.net/v1/manifest/93ce20f0f52760bf38be911ff4c91ed02aa2fd92/ed7bd2c7-8d10-4051-b397-2f6b90f99acb/22ee1f87-4ac9-4d6b-9ec4-d5287739b4b4/2.m3u8
t_onlinetv|DD|DD Nagaland (504p)|ic_tv_ddnagaland.png|https://d2lk5u59tns74c.cloudfront.net/out/v1/29c92e0bef954a6d9b0908d1be29c1f0/index.m3u8
t_onlinetv|DD|DD National HD (1080p)|ic_tv_ddnational.png|https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/40492a64c1db4a1385ba1a397d357d3a/index.m3u8
t_onlinetv|DD|DD News (1080p)|ic_tv_ddnews.png|https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/0811cd8c37ca4c409d5385a6cd2fa18b/index.m3u8
t_onlinetv|DD|DD Odia|ic_tv_ddodia.png|https://d3eyhgoylams0m.cloudfront.net/v1/manifest/93ce20f0f52760bf38be911ff4c91ed02aa2fd92/ed7bd2c7-8d10-4051-b397-2f6b90f99acb/245d9a9e-4820-43b1-af33-4a3017d09f52/2.m3u8
t_onlinetv|DD|DD Punjabi|ic_tv_ddpunjabi.png|https://d3eyhgoylams0m.cloudfront.net/v1/manifest/93ce20f0f52760bf38be911ff4c91ed02aa2fd92/ed7bd2c7-8d10-4051-b397-2f6b90f99acb/20c8ad14-a158-4a42-8889-e032d070856e/2.m3u8
t_onlinetv|DD|DD Rajasthan (720p)|ic_tv_ddrajasthan.png|https://cdn-1.pishow.tv/live/34/master.m3u8
t_onlinetv|DD|DD Sahyadri|ic_tv_ddsahyadri.png|https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/66dcc3ebe182447ba42837e746cf0c7c/index.m3u8
t_onlinetv|DD|DD Saptagiri|ic_tv_ddsaptagiri.png|https://d2lk5u59tns74c.cloudfront.net/out/v1/26e915d6d12b4a06822c5e33c088ed56/index.m3u8
t_onlinetv|DD|DD Sports (720p)|ic_tv_ddsports.png|https://cdn-6.pishow.tv/live/13/master.m3u8
t_onlinetv|DD|DD Tamil (1080p)|ic_tv_ddtamil.png|https://d2lk5u59tns74c.cloudfront.net/out/v1/abf46b14847e45499f4a47f3a9afe93d/index.m3u8
t_onlinetv|DD|DD Tripura|ic_tv_ddtripura.png|https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/52b998e9510d41c29ad2ceca8ea3d849/index_3.m3u8
t_onlinetv|DD|DD Urdu (720p)|ic_tv_ddurdu.png|https://cdn-4.pishow.tv/live/8/master.m3u8
t_onlinetv|DD|DD Uttar Pradesh (720p)|ic_tv_dduttarpradesh.png|https://cdn-1.pishow.tv/live/36/master.m3u8
t_onlinetv|DD|DD Uttarakhand (720p)|ic_tv_dduttarakhand.png|https://cdn-1.pishow.tv/live/17/master.m3u8
t_onlinetv|DD|Sansad TV (1080p) |ic_tv_sansadtv.jpg|https://hls.media.nic.in/hls/live/lstv/lstv.m3u8
t_onlinetv|Education|Vyas NIC (576p)|ic_tv_vyasnic.jpg|https://playhls.media.nic.in/hls/live/vyas/vyas.m3u8
t_onlinetv|Entertainment|&TV (1080p)|ic_tv_&tv.png|https://amg01117-amg01117c1-amgplt0165.playout.now3.amagi.tv/playlist.m3u8
t_onlinetv|Entertainment|Abzy Dhakad (480p)|ic_tv_abzydhakad.png|https://d2lk5u59tns74c.cloudfront.net/out/v1/4fe6ab07a13543d6bdb2ec63b3e2df44/index.m3u8
t_onlinetv|Entertainment|Abzy Movies (480p)|ic_tv_abzymovies.png|https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/db8d4eca72d64748a00d0631debf542d/index.m3u8
t_onlinetv|Entertainment|Anjan (1080p) |ic_tv_anjan.png|https://anjantvevent.pc.cdn.bitgravity.com/anjantv/live/amlst:event_anjan_,b400,b800,b1024,b1200,b1500,b4000,.smil/playlist.m3u8
t_onlinetv|Entertainment|Ayush TV (360p) |ic_tv_ayushtv.png|https://95eryw39dwn4-hls-live.wmncdn.net/Ayushu/271ddf829afeece44d8732757fba1a66.sdp/index.m3u8
t_onlinetv|Entertainment|Dangal TV (720p)|ic_tv_dangaltv.png|https://live-dangal.akamaized.net/liveabr/playlist.m3u8
t_onlinetv|Entertainment|EET TV (1080p) |ic_tv_eettv.png|https://live.streamjo.com/eetlive/eettv.m3u8
t_onlinetv|Entertainment|Epic TV (1080p)|ic_tv_epictv.png|https://epiconvh.akamaized.net/live/epic/master.m3u8
t_onlinetv|Entertainment|Hi Dost! (720p)|ic_tv_hidost.png|https://cdn-1.pishow.tv/live/224/master.m3u8
t_onlinetv|Entertainment|Manoranjan Grand (720p)|ic_tv_manoranjangrand.png|https://cdn-1.pishow.tv/live/1011/master.m3u8
t_onlinetv|Entertainment|Manoranjan TV (720p)|ic_tv_manoranjantv.png|https://cdn-1.pishow.tv/live/1013/master.m3u8
t_onlinetv|Entertainment|Pitaara (720p)|ic_tv_pitaara.png|https://vg-pitaaratvlive.akamaized.net/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/vglive-sk-583798/playlist.m3u8
t_onlinetv|Kids|Animax |ic_tv_animax.jpg|https://amg02159-kcglobal-amg02159c1-samsung-in-521.playouts.now.amagi.tv/playlist/amg02159-kcglobal-animax-samsungin/playlist.m3u8
t_onlinetv|Kids|Gubbare (1080p)|ic_tv_gubbare.png|https://epiconvh.akamaized.net/live/gubbare/master.m3u8
t_onlinetv|Movies|&flix (360p)|ic_tv_&flix.png|https://edge3-moblive.yuppcdn.net/drm/smil:nflixdrm.smil/chunklist_b996000.m3u8
t_onlinetv|Movies|B4U Bhojpuri (1080p)|ic_tv_b4ubhojpuri.png|https://cdnb4u.wiseplayout.com/B4U_Bhojpuri/master.m3u8
t_onlinetv|Movies|B4U Movies India (1080p)|ic_tv_b4umovies.png|https://cdnb4u.wiseplayout.com/B4U_Movies/master.m3u8
t_onlinetv|Movies|Bhojpuri Cinema (720p)|ic_tv_bhojpuricinema.jpg|https://live-bhojpuri.akamaized.net/liveabr/playlist.m3u8
t_onlinetv|Movies|Bollywood HD|ic_tv_bollywoodhd.png|https://d35j504z0x2vu2.cloudfront.net/v1/master/0bc8e8376bd8417a1b6761138aa41c26c7309312/bollywood-hd/manifest.m3u8
t_onlinetv|Movies|Filamchi Bhojpuri (1080p)|ic_tv_filamchibhojpuri.jpg|https://epiconvh.akamaized.net/live/filamchi/master.m3u8
t_onlinetv|Movies|Indywood TV (720p)|ic_tv_indywoodtv.png|https://43wrzjnpqoxe-hls-live.wmncdn.net/indywood/indywoodtv/index.m3u8
t_onlinetv|Movies|Kanshi TV (720p) |ic_tv_kanshitv.png|https://live.kanshitv.co.uk/mobile/kanshitvkey.m3u8
t_onlinetv|Music|9X Jalwa (1080p)|ic_tv_9xjalwa.png|https://d35j504z0x2vu2.cloudfront.net/v1/master/0bc8e8376bd8417a1b6761138aa41c26c7309312/9x-jalwa/master.m3u8
t_onlinetv|Music|9x Jhakaas|ic_tv_9xjhakaas.png|https://amg01281-9xmediapvtltd-9xjhakaas-samsungin-ci2cs.amagi.tv/playlist/amg01281-9xmediapvtltd-9xjhakaas-samsungin/playlist.m3u8
t_onlinetv|Music|9X Tashan|ic_tv_9xtashan.png|https://amg01281-9xmediapvtltd-9xtashan-samsungin-xz1sd.amagi.tv/playlist/amg01281-9xmediapvtltd-9xtashan-samsungin/playlist.m3u8
t_onlinetv|Music|9XM (576p)|ic_tv_9xm.png|https://d35j504z0x2vu2.cloudfront.net/v1/manifest/0bc8e8376bd8417a1b6761138aa41c26c7309312/9xm/23886666-8fc5-470f-aab1-bd637ed607b1/3.m3u8
t_onlinetv|Movies|B4U Kadak (1080p) |ic_tv_b4ukadak.png|https://cdnb4u.wiseplayout.com/B4U_Kadak/master.m3u8
t_onlinetv|Music|B4U Music (1080p)|ic_tv_b4umusic.png|https://cdnb4u.wiseplayout.com/B4U_Music/master.m3u8
t_onlinetv|Music|Balle Balle (720p)|ic_tv_balleballe.png|https://mcncdndigital.com/balleballetv/index.m3u8
t_onlinetv|Music|Dhoom Music (720p)|ic_tv_dhoommusic.png|https://cdn-1.pishow.tv/live/1456/master.m3u8
t_onlinetv|Music|E 24|ic_tv_e24.png|https://live-e24.dailyhunt.in/eternowsa/live/amlst:E24_,b256,b512,b1024,b1824,.smil/playlist.m3u8
